date,psychosocial_workers,calls_to_persons_in_surveillance,followup_calls,post_covid_calls,calls_special,calls_to_school_children,calls_to_health_care_workers,calls_received_helpline,calls_total
2021-12-13,847.0,7342056.0,3212102.0,1133087.0,348860,977303,64194.0,91165.0,13168767.0
2021-12-14,847.0,7342056.0,3212102.0,1133087.0,348860,977303,64194.0,91165.0,13168767.0
2021-12-15,847.0,7342056.0,3212102.0,1133087.0,348860,977303,64194.0,91165.0,13168767.0
2021-12-16,847.0,7350670.0,3212102.0,1133087.0,348860,979471,64194.0,91289.0,13179673.0
2021-12-17,842.0,7352904.0,3212102.0,1133087.0,348860,979981,64194.0,91322.0,13182450.0
2021-12-18,842.0,7355310.0,3212102.0,1133087.0,348860,980617,64194.0,91357.0,13185527.0
2021-12-19,842.0,7355310.0,3212102.0,1133087.0,348860,980617,64194.0,91357.0,13185527.0
2021-12-20,842.0,7355310.0,3212102.0,1133087.0,348860,980617,64194.0,91357.0,13185527.0
2021-12-21,842.0,7355310.0,3212102.0,1133087.0,348860,980617,64194.0,91357.0,13185527.0
2021-12-22,842.0,7355310.0,3212102.0,1133087.0,348860,980617,64194.0,91357.0,13185527.0
2021-12-23,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
2021-12-24,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
2021-12-25,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
2021-12-26,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
2021-12-27,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
2021-12-28,842.0,7366356.0,3212102.0,1133087.0,348860,983380,64194.0,91496.0,13199475.0
