date,state,bulletin_link
2020-10-05,DL,http://health.delhigovt.nic.in/wps/wcm/connect/b92744804003c728903fb4a50c073453/DHB05OC.pdf?MOD=AJPERES&lmod=-44710734&CACHEID=b92744804003c728903fb4a50c073453
2020-10-05,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-05-October-2020.pdf
2020-10-05,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 05-10-20.pdf
2020-10-05,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/05-10-2020 HMB English.pdf
2020-10-05,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-05-1.pdf
2020-10-05,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-05.10.2020.pdf
2020-10-05,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin5oct.pdf
2020-10-05,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-05-10-2020.pdf
2020-10-05,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-05.10.2020-23-Pages-English-464-KB.pdf
2020-10-05,UK,https://health.uk.gov.in/files/2020.10.05_Health_Bulletin_1.pdf
2020-10-05,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5th_OCTOBER_REPORT_FINAL.pdf
2020-10-06,DL,http://health.delhigovt.nic.in/wps/wcm/connect/cc8bfb804007275e9795b7a50c073453/07GGSGH.pdf?MOD=AJPERES&lmod=49388400&CACHEID=cc8bfb804007275e9795b7a50c073453
2020-10-06,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-06-October-2020.pdf
2020-10-06,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 06-10-20.pdf
2020-10-06,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/06-10-2020 HMB English.pdf
2020-10-06,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-06.pdf
2020-10-06,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-06.10.2020.pdf
2020-10-06,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin6oct.pdf
2020-10-06,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-06-10-2020.pdf
2020-10-06,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-06.10.2020-24-Pages-English-466-KB.pdf
2020-10-06,UK,https://health.uk.gov.in/files/2020.10.06_Health_Bulletin_1.pdf
2020-10-06,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_6th_OCTOBER_REPORT_FINAL.pdf
2020-10-07,DL,http://health.delhigovt.nic.in/wps/wcm/connect/1a8f4c00400a2a3c9e5bbea50c073453/DHB07OC.pdf?MOD=AJPERES&lmod=134143168&CACHEID=1a8f4c00400a2a3c9e5bbea50c073453
2020-10-07,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-07-October-2020.pdf
2020-10-07,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 07-10-20.pdf
2020-10-07,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/07-10-2020 HMB English.pdf
2020-10-07,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-07.pdf
2020-10-07,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-07.10.2020.pdf
2020-10-07,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin7oct.pdf
2020-10-07,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-07-10-2020.pdf
2020-10-07,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-07-10-20-COVID-19-6-PM.pdf
2020-10-07,UK,https://health.uk.gov.in/files/2020.10.07_Health_Bulletin_1.pdf
2020-10-07,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_7th_OCTOBER_REPORT_FINAL.pdf
2020-10-08,DL,http://health.delhigovt.nic.in/wps/wcm/connect/e471a280400d53b4a44eb4a50c073453/DHB08OC.pdf?MOD=AJPERES&lmod=544027340&CACHEID=e471a280400d53b4a44eb4a50c073453
2020-10-08,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-08-October-2020.pdf
2020-10-08,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 08-10-20.pdf
2020-10-08,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/08-10-2020 HMB English.pdf
2020-10-08,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-08-1.pdf
2020-10-08,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-08.10.2020.pdf
2020-10-08,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin8oct.pdf
2020-10-08,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-08-10-2020.pdf
2020-10-08,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-08.10.2020-24-Pages-English-466-KB.pdf
2020-10-08,UK,https://health.uk.gov.in/files/2020.10.08_Health_Bulletin_1.pdf
2020-10-08,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_8th_OCTOBER_REPORT_FINAL.pdf
2020-10-09,DL,http://health.delhigovt.nic.in/wps/wcm/connect/6eb0cd8040135c07ad63bda50c073453/DHB09OC.pdf?MOD=AJPERES&lmod=537592436&CACHEID=6eb0cd8040135c07ad63bda50c073453
2020-10-09,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-09-October-2020.pdf
2020-10-09,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 09-10-20.pdf
2020-10-09,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/09-10-2020 HMB English.pdf
2020-10-09,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-09.pdf
2020-10-09,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-09.10.2020.pdf
2020-10-09,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin9oct.pdf
2020-10-09,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-09-10-2020.pdf
2020-10-09,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-09.10.2020-25-Pages-English-475-KB.pdf
2020-10-09,UK,https://health.uk.gov.in/files/2020.10.09_Health_Bulletin_1.pdf
2020-10-09,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_9th_OCTOBER_REPORT_FINAL.pdf
2020-10-10,DL,http://health.delhigovt.nic.in/wps/wcm/connect/13abc48040135c61ad69bda50c073453/DHB10OC.pdf?MOD=AJPERES&lmod=537597336&CACHEID=13abc48040135c61ad69bda50c073453
2020-10-10,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-10-October-2020.pdf
2020-10-10,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 10-10-20.pdf
2020-10-10,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/10-10-2020 HMB English.pdf
2020-10-10,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-10.pdf
2020-10-10,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-10.10.2020.pdf
2020-10-10,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin10oct.pdf
2020-10-10,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-10-10-2020.pdf
2020-10-10,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-10-20-COVID-19-6-PM.pdf
2020-10-10,UK,https://health.uk.gov.in/files/2020.10.10_Health_Bulletin_1.pdf
2020-10-10,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_OCTOBER_REPORT_FINAL1.pdf
2020-10-11,DL,http://health.delhigovt.nic.in/wps/wcm/connect/ab40ab8040168396b451b4a50c073453/DHB11OC.pdf?MOD=AJPERES&lmod=537662190&CACHEID=ab40ab8040168396b451b4a50c073453
2020-10-11,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-11October-2020.pdf
2020-10-11,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 11-10-20.pdf
2020-10-11,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/11-10-2020 HMB English.pdf
2020-10-11,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-11.pdf
2020-10-11,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-11.10.2020.pdf
2020-10-11,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin11oct.pdf
2020-10-11,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-11-10-2020.pdf
2020-10-11,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11-10-20-COVID-19-6-PM-1-1.pdf
2020-10-11,UK,https://health.uk.gov.in/files/2020.10.11_Health_Bulletin_1.pdf
2020-10-11,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_OCTOBER_REPORT_FINAL.pdf
2020-10-12,DL,http://health.delhigovt.nic.in/wps/wcm/connect/2abbb60040199ac0babbbea50c073453/DHB12OC.pdf?MOD=AJPERES&lmod=568729146&CACHEID=2abbb60040199ac0babbbea50c073453
2020-10-12,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-12-October-2020.pdf
2020-10-12,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 12-10-20.pdf
2020-10-12,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/12-10-2020 HMB English.pdf
2020-10-12,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-12.pdf
2020-10-12,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-12.10.2020.pdf
2020-10-12,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin12oct.pdf
2020-10-12,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-12-10-2020.pdf
2020-10-12,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.10.-2020-23-Pages-English-463-KB.pdf
2020-10-12,UK,https://health.uk.gov.in/files/2020.10.12_Health_Bulletin_1.pdf
2020-10-12,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_OCTOBER_REPORT_FINAL.pdf
2020-10-13,DL,http://health.delhigovt.nic.in/wps/wcm/connect/43cd3a80401be67abe7ebea50c073453/DHB13OC.pdf?MOD=AJPERES&lmod=712913704&CACHEID=43cd3a80401be67abe7ebea50c073453
2020-10-13,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-13-October-2020.pdf
2020-10-13,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 13-10-20.pdf
2020-10-13,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/13-10-2020 HMB English.pdf
2020-10-13,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-13-1.pdf
2020-10-13,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-13.10.2020.pdf
2020-10-13,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin13oct.pdf
2020-10-13,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-13-10-2020.pdf
2020-10-13,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-13.10.2020-22-Pages-English-782-KB.pdf
2020-10-13,UK,https://health.uk.gov.in/files/2020.10.13_Health_Bulletin_1.pdf
2020-10-13,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_OCTOBER_REPORT_FINAL.pdf
2020-10-14,DL,http://health.delhigovt.nic.in/wps/wcm/connect/c9357480401ecc0083eeb7a50c073453/DHB14OC.pdf?MOD=AJPERES&lmod=716327632&CACHEID=c9357480401ecc0083eeb7a50c073453
2020-10-14,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-14-October-2020.pdf
2020-10-14,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 14-10-20.pdf
2020-10-14,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/14-10-2020 HMB English.pdf
2020-10-14,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-14.pdf
2020-10-14,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-14.10.2020-Revised-Note.pdf
2020-10-14,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin14oct.pdf
2020-10-14,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-14-10-2020.pdf
2020-10-14,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-14.10.2020-22-Pages-English-782-KB.pdf
2020-10-14,UK,https://health.uk.gov.in/files/2020.10.14_Health_Bulletin_1.pdf
2020-10-14,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_14th_OCTOBER_REPORT_FINAL.pdf
2020-10-15,DL,http://health.delhigovt.nic.in/wps/wcm/connect/ff74f0004022c8a78d65bda50c073453/DHB15OC.pdf?MOD=AJPERES&lmod=827102688&CACHEID=ff74f0004022c8a78d65bda50c073453
2020-10-15,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-15-October-2020.pdf
2020-10-15,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 15-10-20.pdf
2020-10-15,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/15-10-2020 HMB English.pdf
2020-10-15,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-15.pdf
2020-10-15,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-15.10.2020.pdf
2020-10-15,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin15oct.pdf
2020-10-15,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-15-10-2020.pdf
2020-10-15,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-15.10.2020-22-Pages-English-782-KB.pdf
2020-10-15,UK,https://health.uk.gov.in/files/2020.10.15_Health_Bulletin_1.pdf
2020-10-15,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_15th_OCTOBER_REPORT_FINAL.pdf
2020-10-16,DL,http://health.delhigovt.nic.in/wps/wcm/connect/b4d6bf00402beb1d9bf0bfa50c073453/DHB16OC.pdf?MOD=AJPERES&lmod=1230519676&CACHEID=b4d6bf00402beb1d9bf0bfa50c073453
2020-10-16,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/media-bulletin-16-October-2020.pdf
2020-10-16,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 16-10-20.pdf
2020-10-16,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/16-10-2020 HMB English.pdf
2020-10-16,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-16.pdf
2020-10-16,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-16.10.2020.pdf
2020-10-16,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin16oct.pdf
2020-10-16,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-16-10-2020.pdf
2020-10-16,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-16.10.2020-23-Pages-English-464-KB.pdf
2020-10-16,UK,https://health.uk.gov.in/files/2020.10.16_Health_Bulletin_1.pdf
2020-10-16,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_16th_OCTOBER_REPORT_FINAL.pdf
2020-10-17,DL,http://health.delhigovt.nic.in/wps/wcm/connect/42142500402bebab9bf8bfa50c073453/DHB17OC.pdf?MOD=AJPERES&lmod=1230524107&CACHEID=42142500402bebab9bf8bfa50c073453
2020-10-17,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 17-10-20.pdf
2020-10-17,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/17-10-2020 HMB English.pdf
2020-10-17,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-17.pdf
2020-10-17,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-17.10.2020.pdf
2020-10-17,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin17oct.pdf
2020-10-17,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-17-10-2020.pdf
2020-10-17,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17-10-20-COVID-19-6-PM.pdf
2020-10-17,UK,https://health.uk.gov.in/files/2020.10.17_Health_Bulletin.pdf
2020-10-17,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_17th_OCTOBER_REPORT_FINAL.pdf
2020-10-18,DL,http://health.delhigovt.nic.in/wps/wcm/connect/ccd14000402bebfc9bfebfa50c073453/DHB18OC.pdf?MOD=AJPERES&lmod=1230529066&CACHEID=ccd14000402bebfc9bfebfa50c073453
2020-10-18,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 18-10-20.pdf
2020-10-18,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/18-10-2020 HMB English.pdf
2020-10-18,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-18.pdf
2020-10-18,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-18.10.2020.pdf
2020-10-18,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin18oct.pdf
2020-10-18,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-18-10-2020.pdf
2020-10-18,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18-10-20-COVID-19-6-PM.pdf
2020-10-18,UK,https://health.uk.gov.in/files/2020.10.18_Health_Bulletin.pdf
2020-10-18,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_18th_OCTOBER_REPORT_FINAL.pdf
2020-10-19,DL,http://health.delhigovt.nic.in/wps/wcm/connect/cdf5830040315999a665b6a50c073453/DHB19OC.pdf?MOD=AJPERES&lmod=1237105149&CACHEID=cdf5830040315999a665b6a50c073453
2020-10-19,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-19th-October-2020.pdf
2020-10-19,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 19-10-20.pdf
2020-10-19,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/19-10-2020 HMB English.pdf
2020-10-19,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-19.pdf
2020-10-19,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-19.10.2020.pdf
2020-10-19,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin19oct.pdf
2020-10-19,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-19-10-2020.pdf
2020-10-19,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-19.10.2020-22-Pages-English-782-KB.pdf
2020-10-19,UK,https://health.uk.gov.in/files/2020.10.19_Health_Bulletin.pdf
2020-10-19,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_19th_OCTOBER_REPORT_FINAL.pdf
2020-10-20,DL,http://health.delhigovt.nic.in/wps/wcm/connect/b4174f80403197d4a714b7a50c073453/DHB20OC.pdf?MOD=AJPERES&lmod=1243952976&CACHEID=b4174f80403197d4a714b7a50c073453
2020-10-20,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-20th-October-2020.pdf
2020-10-20,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 20-10-20.pdf
2020-10-20,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/20-10-2020 HMB English.pdf
2020-10-20,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-20.pdf
2020-10-20,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-20.10.2020.pdf
2020-10-20,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin20oct.pdf
2020-10-20,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-20-10-2020.pdf
2020-10-20,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-20.10.2020-22-Pages-English-782-KB.pdf
2020-10-20,UK,https://health.uk.gov.in/files/2020.10.20_Health_Bulletin.pdf
2020-10-20,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_20th_OCTOBER_REPORT_FINAL.pdf
2020-10-21,DL,http://health.delhigovt.nic.in/wps/wcm/connect/79b4468040345f29ac1ebca50c073453/DHB21OC.pdf?MOD=AJPERES&lmod=1405925286&CACHEID=79b4468040345f29ac1ebca50c073453
2020-10-21,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-21st-October-2020.pdf
2020-10-21,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 21-10-20.pdf
2020-10-21,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/21-10-2020 HMB English.pdf
2020-10-21,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-21.pdf
2020-10-21,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-21.10.2020.pdf
2020-10-21,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin21oct.pdf
2020-10-21,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-21-10-2020.pdf
2020-10-21,UK,https://health.uk.gov.in/files/2020.10.21_Health_Bulletin.pdf
2020-10-21,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_21st_OCTOBER_REPORT_FINAL.pdf
2020-10-22,DL,http://health.delhigovt.nic.in/wps/wcm/connect/cefe24004038258fb2b4b6a50c073453/DHB22OC.pdf?MOD=AJPERES&lmod=1428422344&CACHEID=cefe24004038258fb2b4b6a50c073453
2020-10-22,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-22nd-October-2020.pdf
2020-10-22,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 22-10-20.pdf
2020-10-22,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/22-10-2020 HMB English.pdf
2020-10-22,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-22.pdf
2020-10-22,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-22.10.2020-1.pdf
2020-10-22,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin22oct.pdf
2020-10-22,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-22-10-2020.pdf
2020-10-22,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/10/Media-Bulletin-22.10.2020-21-Pages-English-470-KB.pdf
2020-10-22,UK,https://health.uk.gov.in/files/2020.10.22_Health_Bulletin.pdf
2020-10-22,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_22nd_OCTOBER_REPORT_FINAL.pdf
2020-10-23,DL,http://health.delhigovt.nic.in/wps/wcm/connect/23186c0040408cd8bf76bfa50c073453/DHB23OC.pdf?MOD=AJPERES&lmod=1762209009&CACHEID=23186c0040408cd8bf76bfa50c073453
2020-10-23,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-23rd-October-2020.pdf
2020-10-23,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 23-10-20.pdf
2020-10-23,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-23.pdf
2020-10-23,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-23.10.2020.pdf
2020-10-23,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin23oct.pdf
2020-10-23,TG,https://covid19.telangana.gov.in/wp-content/uploads/2020/10/Media-Bulletin-23-10-2020.pdf
2020-10-23,TN,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23-10-20-COVID-19-6-PM.pdf
2020-10-23,UK,https://health.uk.gov.in/files/2020.10.23_Health_Bulletin.pdf
2020-10-23,WB,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_23rd_OCTOBER_REPORT_FINAL.pdf
2020-10-24,DL,http://health.delhigovt.nic.in/wps/wcm/connect/67c6138040408e4ebf96bfa50c073453/DHB24OC.pdf?MOD=AJPERES&lmod=1665112715&CACHEID=67c6138040408e4ebf96bfa50c073453
2020-10-24,GA,https://www.goa.gov.in/wp-content/uploads/2020/10/Media-Bulletin-24th-October-2020.pdf
2020-10-24,HR,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily Bulletin of COVID 19 as on 24-10-20.pdf
2020-10-24,KA,https://covid19.karnataka.gov.in/pdfs/oct20/en/24-10-2020 HMB English.pdf
2020-10-24,KL,https://dhs.kerala.gov.in/wp-content/uploads/2020/10/Bulletin-HFWD-English-October-24.pdf
2020-10-24,MP,http://sarthak.nhmmp.gov.in/covid/wp-content/uploads/2020/10/Letter-Health-Bulletin-24.10.2020.pdf
2020-10-24,PB,http://covaprod.punjab.gov.in/covid19img/MediaBulletin24oct.pdf
