date,district_name,cases_total,recoveries_total,deaths_total,deaths_total_other_causes,active_cases
2021-01-20,raigad,68070.0,65793.0,1517.0,7.0,753.0
2021-01-20,ratnagiri,11408.0,10853.0,388.0,2.0,165.0
2021-01-20,sangli,50654.0,48384.0,1778.0,3.0,489.0
2021-01-20,satara,55756.0,53194.0,1797.0,10.0,755.0
2021-01-20,sindhudurg,6281.0,5836.0,168.0,1.0,276.0
2021-01-20,solapur,55365.0,52570.0,1810.0,18.0,967.0
2021-01-20,thane,265357.0,250898.0,5710.0,61.0,8688.0
2021-01-20,total,1997992.0,1899428.0,50582.0,1213.0,46769.0
2021-01-20,wardha,10322.0,9745.0,288.0,13.0,276.0
2021-01-20,washim,7097.0,6787.0,152.0,2.0,156.0
2021-01-20,yavatmal,14887.0,14020.0,421.0,4.0,442.0
2021-01-21,ahmednagar,71028.0,68848.0,1075.0,1.0,1104.0
2021-01-21,akola,11402.0,10707.0,362.0,5.0,328.0
2021-01-21,amaravati,21293.0,20413.0,391.0,2.0,487.0
2021-01-21,aurangabad,48997.0,47253.0,1238.0,15.0,491.0
2021-01-21,beed,17780.0,16839.0,541.0,7.0,393.0
2021-01-21,bhandara,13384.0,12782.0,301.0,2.0,299.0
2021-01-21,buldhana,14545.0,13717.0,235.0,6.0,587.0
2021-01-21,chandrapur,23964.0,23245.0,409.0,2.0,308.0
2021-01-21,dhule,15993.0,15437.0,344.0,3.0,209.0
2021-01-21,gadchiroli,8792.0,8573.0,94.0,6.0,119.0
2021-01-21,gondia,14236.0,13867.0,174.0,6.0,189.0
2021-01-21,hingoli,4373.0,4141.0,97.0,,135.0
2021-01-21,jalgaon,57107.0,55125.0,1470.0,20.0,492.0
2021-01-21,jalna,13177.0,12596.0,353.0,1.0,227.0
2021-01-21,kolhapur,49030.0,47185.0,1670.0,3.0,172.0
2021-01-21,latur,24083.0,22850.0,688.0,4.0,541.0
2021-01-21,mumbai,304653.0,285810.0,11278.0,896.0,6669.0
2021-01-21,nagpur,133138.0,125542.0,3318.0,36.0,4242.0
2021-01-21,nanded,22034.0,20957.0,671.0,5.0,401.0
2021-01-21,nandurbar,9363.0,8536.0,189.0,1.0,637.0
2021-01-21,nashik,119741.0,116506.0,1972.0,1.0,1262.0
2021-01-21,osmanabad,17338.0,16483.0,552.0,3.0,300.0
2021-01-21,other states/country,150.0,0.0,80.0,2.0,68.0
2021-01-21,palghar,47698.0,46338.0,919.0,17.0,424.0
2021-01-21,parbhani,7859.0,7397.0,292.0,11.0,159.0
2021-01-21,pune,383883.0,362848.0,7885.0,38.0,13112.0
2021-01-21,raigad,68138.0,65825.0,1519.0,7.0,787.0
2021-01-21,ratnagiri,11421.0,10853.0,388.0,2.0,178.0
2021-01-21,sangli,50666.0,48413.0,1778.0,3.0,472.0
2021-01-21,satara,55826.0,53310.0,1799.0,10.0,707.0
2021-01-21,sindhudurg,6295.0,5845.0,168.0,1.0,281.0
2021-01-21,solapur,55420.0,52641.0,1811.0,18.0,950.0
2021-01-21,thane,265663.0,251847.0,5711.0,61.0,8044.0
2021-01-21,total,2000878.0,1903408.0,50634.0,1214.0,45622.0
2021-01-21,wardha,10355.0,9777.0,289.0,13.0,276.0
2021-01-21,washim,7122.0,6806.0,152.0,2.0,162.0
2021-01-21,yavatmal,14931.0,14096.0,421.0,4.0,410.0
2021-01-22,ahmednagar,71096.0,68876.0,1078.0,1.0,1141.0
2021-01-22,akola,11450.0,10733.0,362.0,5.0,350.0
2021-01-22,amaravati,21377.0,20435.0,392.0,2.0,548.0
2021-01-22,aurangabad,49041.0,47272.0,1238.0,15.0,516.0
2021-01-22,beed,17818.0,16850.0,542.0,7.0,419.0
2021-01-22,bhandara,13399.0,12808.0,301.0,2.0,288.0
2021-01-22,buldhana,14592.0,13748.0,236.0,6.0,602.0
2021-01-22,chandrapur,23990.0,23245.0,409.0,2.0,334.0
2021-01-22,dhule,15999.0,15452.0,344.0,3.0,200.0
2021-01-22,gadchiroli,8797.0,8585.0,94.0,6.0,112.0
2021-01-22,gondia,14245.0,13867.0,174.0,6.0,198.0
2021-01-22,hingoli,4382.0,4141.0,97.0,,144.0
2021-01-22,jalgaon,57170.0,55129.0,1474.0,20.0,547.0
2021-01-22,jalna,13201.0,12665.0,356.0,1.0,179.0
2021-01-22,kolhapur,49052.0,47207.0,1670.0,3.0,172.0
2021-01-22,latur,24146.0,22891.0,688.0,4.0,563.0
2021-01-22,mumbai,305136.0,286510.0,11287.0,897.0,6442.0
2021-01-22,nagpur,133415.0,125899.0,3319.0,40.0,4157.0
2021-01-22,nanded,22050.0,20987.0,671.0,5.0,387.0
2021-01-22,nandurbar,9417.0,8585.0,189.0,1.0,642.0
2021-01-22,nashik,119858.0,116665.0,1975.0,1.0,1217.0
2021-01-22,osmanabad,17362.0,16493.0,552.0,3.0,314.0
2021-01-22,other states/country,150.0,0.0,81.0,2.0,67.0
2021-01-22,palghar,47727.0,46387.0,919.0,17.0,404.0
2021-01-22,parbhani,7872.0,7409.0,293.0,11.0,159.0
2021-01-22,pune,384449.0,363597.0,7888.0,38.0,12926.0
2021-01-22,raigad,68175.0,65977.0,1520.0,7.0,671.0
2021-01-22,ratnagiri,11431.0,10857.0,388.0,2.0,184.0
2021-01-22,sangli,50684.0,48421.0,1779.0,3.0,481.0
2021-01-22,satara,55896.0,53358.0,1801.0,10.0,727.0
2021-01-22,sindhudurg,6311.0,5852.0,168.0,1.0,290.0
2021-01-22,solapur,55464.0,52751.0,1811.0,19.0,883.0
2021-01-22,thane,265985.0,252390.0,5726.0,61.0,7808.0
2021-01-22,total,2003657.0,1906827.0,50684.0,1220.0,44926.0
2021-01-22,wardha,10384.0,9805.0,289.0,13.0,277.0
2021-01-22,washim,7143.0,6818.0,152.0,2.0,171.0
2021-01-22,yavatmal,14993.0,14162.0,421.0,4.0,406.0
2021-01-23,ahmednagar,71216.0,68929.0,1080.0,1.0,1206.0
2021-01-23,akola,11489.0,10785.0,362.0,5.0,337.0
2021-01-23,amaravati,21425.0,20451.0,392.0,2.0,580.0
2021-01-23,aurangabad,49074.0,47272.0,1238.0,15.0,549.0
2021-01-23,beed,17869.0,16875.0,542.0,7.0,445.0
2021-01-23,bhandara,13422.0,12836.0,301.0,2.0,283.0
2021-01-23,buldhana,14638.0,13749.0,236.0,6.0,647.0
2021-01-23,chandrapur,24002.0,23245.0,410.0,2.0,345.0
2021-01-23,dhule,16018.0,15452.0,344.0,3.0,219.0
2021-01-23,gadchiroli,8804.0,8609.0,94.0,6.0,95.0
2021-01-23,gondia,14257.0,13867.0,174.0,6.0,210.0
2021-01-23,hingoli,4388.0,4141.0,97.0,,150.0
2021-01-23,jalgaon,57199.0,55135.0,1474.0,20.0,570.0
2021-01-23,jalna,13217.0,12666.0,358.0,1.0,192.0
2021-01-23,kolhapur,49065.0,47207.0,1670.0,3.0,185.0
2021-01-23,latur,24186.0,22903.0,688.0,4.0,591.0
2021-01-23,mumbai,305571.0,287012.0,11297.0,900.0,6362.0
2021-01-23,nagpur,133698.0,126262.0,3322.0,40.0,4074.0
2021-01-23,nanded,22098.0,20989.0,671.0,5.0,433.0
2021-01-23,nandurbar,9461.0,8610.0,193.0,1.0,657.0
2021-01-23,nashik,120013.0,116786.0,1975.0,1.0,1251.0
2021-01-23,osmanabad,17383.0,16511.0,553.0,3.0,316.0
2021-01-23,other states/country,150.0,0.0,81.0,2.0,67.0
2021-01-23,palghar,47766.0,46388.0,919.0,17.0,442.0
2021-01-23,parbhani,7877.0,7414.0,293.0,11.0,159.0
2021-01-23,pune,384936.0,365484.0,7899.0,38.0,11515.0
2021-01-23,raigad,68236.0,66004.0,1521.0,7.0,704.0
2021-01-23,ratnagiri,11450.0,10857.0,388.0,2.0,203.0
2021-01-23,sangli,50694.0,48423.0,1779.0,3.0,489.0
2021-01-23,satara,55963.0,53458.0,1806.0,10.0,689.0
2021-01-23,sindhudurg,6324.0,5855.0,168.0,1.0,300.0
2021-01-23,solapur,55542.0,52853.0,1815.0,19.0,855.0
2021-01-23,thane,266299.0,252648.0,5738.0,61.0,7852.0
2021-01-23,total,2006354.0,1910521.0,50740.0,1223.0,43870.0
2021-01-23,wardha,10423.0,9835.0,289.0,13.0,286.0
2021-01-23,washim,7168.0,6818.0,152.0,2.0,196.0
2021-01-23,yavatmal,15033.0,14192.0,421.0,4.0,416.0
2021-01-24,ahmednagar,71343.0,68929.0,1087.0,1.0,1326.0
2021-01-24,akola,11522.0,10785.0,362.0,5.0,370.0
2021-01-24,amaravati,21481.0,20472.0,393.0,2.0,614.0
2021-01-24,aurangabad,49114.0,47272.0,1244.0,15.0,583.0
2021-01-24,beed,17910.0,16907.0,544.0,7.0,452.0
2021-01-24,bhandara,13433.0,12854.0,301.0,2.0,276.0
2021-01-24,buldhana,14692.0,13749.0,236.0,6.0,701.0
2021-01-24,chandrapur,24015.0,23245.0,412.0,2.0,356.0
2021-01-24,dhule,16030.0,15452.0,344.0,3.0,231.0
2021-01-24,gadchiroli,8807.0,8622.0,94.0,6.0,85.0
2021-01-24,gondia,14278.0,13867.0,174.0,6.0,231.0
2021-01-24,hingoli,4397.0,4142.0,97.0,,158.0
2021-01-24,jalgaon,57218.0,55140.0,1474.0,20.0,584.0
2021-01-24,jalna,13229.0,12666.0,358.0,1.0,204.0
2021-01-24,kolhapur,49074.0,47212.0,1671.0,3.0,188.0
2021-01-24,latur,24224.0,22926.0,688.0,4.0,606.0
2021-01-24,mumbai,306050.0,287515.0,11304.0,903.0,6328.0
2021-01-24,nagpur,134033.0,126619.0,3326.0,40.0,4048.0
2021-01-24,nanded,22104.0,21005.0,671.0,5.0,423.0
2021-01-24,nandurbar,9487.0,8622.0,193.0,1.0,671.0
2021-01-24,nashik,120174.0,116865.0,1976.0,1.0,1332.0
2021-01-24,osmanabad,17400.0,16517.0,554.0,3.0,326.0
2021-01-24,other states/country,150.0,0.0,81.0,2.0,67.0
2021-01-24,palghar,47802.0,46388.0,919.0,17.0,478.0
2021-01-24,parbhani,7887.0,7437.0,294.0,11.0,145.0
2021-01-24,pune,385442.0,365501.0,7901.0,38.0,12002.0
2021-01-24,raigad,68277.0,66004.0,1521.0,7.0,745.0
2021-01-24,ratnagiri,11460.0,10857.0,388.0,2.0,213.0
2021-01-24,sangli,50721.0,48423.0,1779.0,3.0,516.0
2021-01-24,satara,56027.0,53473.0,1810.0,10.0,734.0
2021-01-24,sindhudurg,6329.0,5865.0,168.0,1.0,295.0
2021-01-24,solapur,55594.0,52866.0,1815.0,19.0,894.0
2021-01-24,thane,266663.0,253118.0,5743.0,61.0,7741.0
2021-01-24,total,2009106.0,1912264.0,50785.0,1226.0,44831.0
2021-01-24,wardha,10465.0,9868.0,289.0,13.0,295.0
2021-01-24,washim,7181.0,6832.0,153.0,2.0,194.0
2021-01-24,yavatmal,15093.0,14249.0,421.0,4.0,419.0
2021-01-26,ahmednagar,71513.0,69261.0,1089.0,1.0,1162.0
2021-01-26,akola,11591.0,10864.0,362.0,5.0,360.0
2021-01-26,amaravati,21582.0,20609.0,393.0,2.0,578.0
2021-01-26,aurangabad,49163.0,47336.0,1244.0,15.0,568.0
2021-01-26,beed,17979.0,16950.0,545.0,7.0,477.0
2021-01-26,bhandara,13463.0,12895.0,302.0,2.0,264.0
2021-01-26,buldhana,14748.0,13834.0,240.0,6.0,668.0
2021-01-26,chandrapur,24065.0,23352.0,412.0,2.0,299.0
2021-01-26,dhule,16048.0,15452.0,344.0,3.0,249.0
2021-01-26,gadchiroli,8821.0,8644.0,94.0,6.0,77.0
2021-01-26,gondia,14308.0,13919.0,174.0,6.0,209.0
2021-01-26,hingoli,4410.0,4171.0,98.0,,141.0
2021-01-26,jalgaon,57253.0,55213.0,1474.0,20.0,546.0
2021-01-26,jalna,13252.0,12666.0,358.0,1.0,227.0
2021-01-26,kolhapur,49085.0,47221.0,1671.0,3.0,190.0
2021-01-26,latur,24324.0,22984.0,688.0,4.0,648.0
2021-01-26,mumbai,306740.0,288801.0,11317.0,906.0,5716.0
2021-01-26,nagpur,134476.0,127227.0,3341.0,40.0,3868.0
2021-01-26,nanded,22129.0,21010.0,674.0,5.0,440.0
2021-01-26,nandurbar,9576.0,8667.0,195.0,1.0,713.0
2021-01-26,nashik,120407.0,117145.0,1981.0,1.0,1280.0
2021-01-26,osmanabad,17437.0,16530.0,555.0,3.0,349.0
2021-01-26,other states/country,150.0,0.0,83.0,2.0,65.0
2021-01-26,palghar,47841.0,46500.0,919.0,17.0,405.0
2021-01-26,parbhani,7895.0,7444.0,295.0,11.0,145.0
2021-01-26,pune,386220.0,365794.0,7906.0,38.0,12482.0
2021-01-26,raigad,68363.0,66126.0,1523.0,7.0,707.0
2021-01-26,ratnagiri,11465.0,10898.0,391.0,2.0,174.0
2021-01-26,sangli,50741.0,48428.0,1780.0,3.0,530.0
2021-01-26,satara,56136.0,53579.0,1810.0,10.0,737.0
2021-01-26,sindhudurg,6361.0,5880.0,168.0,1.0,312.0
2021-01-26,solapur,55702.0,53046.0,1818.0,20.0,818.0
2021-01-26,thane,267187.0,253836.0,5752.0,61.0,7538.0
2021-01-26,total,2013353.0,1917450.0,50862.0,1230.0,43811.0
2021-01-26,wardha,10508.0,9911.0,289.0,13.0,295.0
2021-01-26,washim,7207.0,6905.0,155.0,2.0,145.0
2021-01-26,yavatmal,15207.0,14352.0,422.0,4.0,429.0
2021-01-27,ahmednagar,71622.0,69355.0,1089.0,1.0,1177.0
2021-01-27,akola,11617.0,10893.0,362.0,5.0,357.0
2021-01-27,amaravati,21678.0,20661.0,393.0,2.0,622.0
2021-01-27,aurangabad,49205.0,47446.0,1244.0,15.0,500.0
2021-01-27,beed,18024.0,16976.0,545.0,7.0,496.0
2021-01-27,bhandara,13478.0,12935.0,306.0,2.0,235.0
2021-01-27,buldhana,14774.0,13935.0,240.0,6.0,593.0
2021-01-27,chandrapur,24078.0,23381.0,412.0,2.0,283.0
2021-01-27,dhule,16056.0,15578.0,344.0,3.0,131.0
2021-01-27,gadchiroli,8828.0,8647.0,94.0,6.0,81.0
2021-01-27,gondia,14317.0,13919.0,174.0,6.0,218.0
2021-01-27,hingoli,4416.0,4185.0,98.0,,133.0
2021-01-27,jalgaon,57272.0,55215.0,1474.0,20.0,563.0
2021-01-27,jalna,13252.0,12678.0,358.0,1.0,215.0
2021-01-27,kolhapur,49093.0,47226.0,1671.0,3.0,193.0
2021-01-27,latur,24359.0,23063.0,688.0,4.0,604.0
2021-01-27,mumbai,307175.0,289300.0,11323.0,907.0,5645.0
2021-01-27,nagpur,134629.0,127543.0,3343.0,40.0,3703.0
2021-01-27,nanded,22154.0,21047.0,676.0,5.0,426.0
2021-01-27,nandurbar,9609.0,8675.0,195.0,1.0,738.0
2021-01-27,nashik,120513.0,117366.0,1984.0,1.0,1162.0
2021-01-27,osmanabad,17459.0,16538.0,555.0,3.0,363.0
2021-01-27,other states/country,150.0,0.0,83.0,2.0,65.0
2021-01-27,palghar,47862.0,46545.0,919.0,17.0,381.0
2021-01-27,parbhani,7899.0,7447.0,295.0,11.0,146.0
2021-01-27,pune,386543.0,365903.0,7910.0,38.0,12692.0
2021-01-27,raigad,68410.0,66128.0,1524.0,7.0,751.0
2021-01-27,ratnagiri,11470.0,10899.0,391.0,2.0,178.0
2021-01-27,sangli,50755.0,48428.0,1780.0,3.0,544.0
2021-01-27,satara,56159.0,53672.0,1811.0,10.0,666.0
2021-01-27,sindhudurg,6361.0,5905.0,169.0,1.0,286.0
2021-01-27,solapur,55803.0,53171.0,1819.0,20.0,793.0
2021-01-27,thane,267467.0,254090.0,5755.0,61.0,7561.0
2021-01-27,total,2015524.0,1920006.0,50894.0,1231.0,43393.0
2021-01-27,wardha,10520.0,9935.0,289.0,13.0,283.0
2021-01-27,washim,7234.0,6922.0,155.0,2.0,155.0
2021-01-27,yavatmal,15283.0,14399.0,426.0,4.0,454.0
2021-01-28,ahmednagar,71747.0,69503.0,1093.0,1.0,1150.0
2021-01-28,akola,11639.0,10936.0,362.0,5.0,336.0
2021-01-28,amaravati,21761.0,20713.0,393.0,2.0,653.0
2021-01-28,aurangabad,49231.0,47535.0,1244.0,15.0,437.0
2021-01-28,beed,18056.0,16998.0,546.0,7.0,505.0
2021-01-28,bhandara,13495.0,12959.0,306.0,2.0,228.0
2021-01-28,buldhana,14802.0,13937.0,240.0,6.0,619.0
2021-01-28,chandrapur,24095.0,23405.0,412.0,2.0,276.0
2021-01-28,dhule,16063.0,15578.0,344.0,3.0,138.0
2021-01-28,gadchiroli,8831.0,8652.0,94.0,6.0,79.0
2021-01-28,gondia,14335.0,13919.0,174.0,6.0,236.0
2021-01-28,hingoli,4416.0,4193.0,98.0,,125.0
2021-01-28,jalgaon,57312.0,55363.0,1474.0,20.0,455.0
2021-01-28,jalna,13291.0,12760.0,358.0,1.0,172.0
2021-01-28,kolhapur,49108.0,47227.0,1671.0,3.0,207.0
2021-01-28,latur,24403.0,23094.0,688.0,4.0,617.0
2021-01-28,mumbai,307569.0,289811.0,11330.0,907.0,5521.0
2021-01-28,nagpur,134921.0,128126.0,3347.0,40.0,3408.0
2021-01-28,nanded,22245.0,21128.0,676.0,5.0,436.0
2021-01-28,nandurbar,9627.0,8865.0,199.0,1.0,562.0
2021-01-28,nashik,120742.0,117586.0,1990.0,1.0,1165.0
2021-01-28,osmanabad,17479.0,16556.0,555.0,3.0,365.0
2021-01-28,other states/country,150.0,0.0,83.0,2.0,65.0
2021-01-28,palghar,47885.0,46555.0,919.0,17.0,394.0
2021-01-28,parbhani,7911.0,7455.0,295.0,11.0,150.0
2021-01-28,pune,387119.0,366142.0,7925.0,38.0,13014.0
2021-01-28,raigad,68485.0,66295.0,1525.0,7.0,658.0
2021-01-28,ratnagiri,11473.0,10956.0,391.0,2.0,124.0
2021-01-28,sangli,50786.0,48436.0,1780.0,3.0,567.0
2021-01-28,satara,56211.0,53690.0,1814.0,10.0,697.0
2021-01-28,sindhudurg,6382.0,5920.0,169.0,1.0,292.0
2021-01-28,solapur,55888.0,53261.0,1819.0,23.0,785.0
2021-01-28,thane,267814.0,254312.0,5758.0,61.0,7683.0
2021-01-28,total,2018413.0,1923187.0,50944.0,1234.0,43048.0
2021-01-28,wardha,10566.0,9957.0,291.0,13.0,305.0
2021-01-28,washim,7267.0,6941.0,155.0,2.0,169.0
2021-01-28,yavatmal,15308.0,14423.0,426.0,4.0,455.0
2021-01-29,ahmednagar,71837.0,69731.0,1096.0,1.0,1009.0
2021-01-29,akola,11702.0,10963.0,362.0,5.0,372.0
2021-01-29,amaravati,21845.0,20842.0,393.0,2.0,608.0
2021-01-29,aurangabad,49285.0,47579.0,1244.0,15.0,447.0
2021-01-29,beed,18100.0,17023.0,547.0,7.0,523.0
2021-01-29,bhandara,13518.0,12966.0,307.0,2.0,243.0
2021-01-29,buldhana,14849.0,13939.0,241.0,6.0,663.0
2021-01-29,chandrapur,24116.0,23417.0,412.0,2.0,285.0
2021-01-29,dhule,16068.0,15604.0,344.0,3.0,117.0
2021-01-29,gadchiroli,8836.0,8658.0,94.0,6.0,78.0
2021-01-29,gondia,14335.0,13921.0,174.0,6.0,234.0
2021-01-29,hingoli,4423.0,4202.0,98.0,,123.0
2021-01-29,jalgaon,57384.0,55387.0,1476.0,20.0,501.0
2021-01-29,jalna,13299.0,12760.0,358.0,1.0,180.0
2021-01-29,kolhapur,49136.0,47253.0,1671.0,3.0,209.0
2021-01-29,latur,24428.0,23189.0,690.0,4.0,545.0
2021-01-29,mumbai,308063.0,290400.0,11338.0,908.0,5417.0
2021-01-29,nagpur,135278.0,128386.0,3349.0,40.0,3503.0
2021-01-29,nanded,22255.0,21151.0,676.0,5.0,423.0
2021-01-29,nandurbar,9645.0,8929.0,199.0,1.0,516.0
2021-01-29,nashik,120853.0,117681.0,1991.0,1.0,1180.0
2021-01-29,osmanabad,17486.0,16572.0,556.0,3.0,355.0
2021-01-29,other states/country,150.0,0.0,84.0,2.0,64.0
2021-01-29,palghar,47936.0,46606.0,919.0,17.0,394.0
2021-01-29,parbhani,7914.0,7456.0,295.0,11.0,152.0
2021-01-29,pune,387590.0,366361.0,7946.0,39.0,13244.0
2021-01-29,raigad,68540.0,66410.0,1526.0,7.0,597.0
2021-01-29,ratnagiri,11475.0,10963.0,391.0,2.0,119.0
2021-01-29,sangli,50807.0,48444.0,1780.0,3.0,580.0
2021-01-29,satara,56303.0,53749.0,1817.0,10.0,727.0
2021-01-29,sindhudurg,6401.0,5942.0,169.0,1.0,289.0
2021-01-29,solapur,55936.0,53275.0,1824.0,24.0,813.0
2021-01-29,thane,268146.0,254679.0,5761.0,61.0,7645.0
2021-01-29,total,2021184.0,1925800.0,51000.0,1237.0,43147.0
2021-01-29,wardha,10605.0,9965.0,291.0,13.0,336.0
2021-01-29,washim,7284.0,6948.0,155.0,2.0,179.0
2021-01-29,yavatmal,15356.0,14449.0,426.0,4.0,477.0
2021-02-01,ahmednagar,72099.0,70000.0,1096.0,1.0,1002.0
2021-02-01,akola,11826.0,11038.0,366.0,5.0,417.0
2021-02-01,amaravati,22260.0,21170.0,397.0,2.0,691.0
2021-02-01,aurangabad,49368.0,47694.0,1244.0,15.0,415.0
2021-02-01,beed,18184.0,17084.0,547.0,7.0,546.0
2021-02-01,bhandara,13548.0,13007.0,309.0,2.0,230.0
2021-02-01,buldhana,14987.0,14018.0,244.0,6.0,719.0
2021-02-01,chandrapur,24153.0,23493.0,412.0,2.0,246.0
2021-02-01,dhule,16092.0,15662.0,344.0,3.0,83.0
2021-02-01,gadchiroli,8854.0,8675.0,97.0,6.0,76.0
2021-02-01,gondia,14363.0,13929.0,174.0,6.0,254.0
2021-02-01,hingoli,4440.0,4227.0,98.0,0.0,115.0
2021-02-01,jalgaon,57439.0,55431.0,1477.0,20.0,511.0
2021-02-01,jalna,13398.0,12765.0,362.0,1.0,270.0
2021-02-01,kolhapur,49174.0,47369.0,1671.0,3.0,131.0
2021-02-01,latur,24530.0,23222.0,690.0,4.0,614.0
2021-02-01,mumbai,309303.0,291373.0,11361.0,911.0,5658.0
2021-02-01,nagpur,136135.0,129190.0,3361.0,40.0,3544.0
2021-02-01,nanded,22300.0,21230.0,678.0,5.0,387.0
2021-02-01,nandurbar,9721.0,8962.0,201.0,1.0,557.0
2021-02-01,nashik,121109.0,118073.0,1999.0,1.0,1036.0
2021-02-01,osmanabad,17539.0,16600.0,556.0,3.0,380.0
2021-02-01,other states/country,150.0,0.0,84.0,2.0,64.0
2021-02-01,palghar,48029.0,46671.0,920.0,17.0,421.0
2021-02-01,parbhani,7935.0,7492.0,295.0,11.0,137.0
2021-02-01,pune,388766.0,367269.0,7968.0,42.0,13487.0
2021-02-01,raigad,68678.0,66468.0,1529.0,7.0,674.0
2021-02-01,ratnagiri,11483.0,10980.0,391.0,2.0,110.0
2021-02-01,sangli,50857.0,48447.0,1781.0,3.0,626.0
2021-02-01,satara,56515.0,53924.0,1817.0,10.0,764.0
2021-02-01,sindhudurg,6427.0,5971.0,170.0,1.0,285.0
2021-02-01,solapur,56116.0,53513.0,1825.0,24.0,754.0
2021-02-01,thane,268950.0,255682.0,5767.0,61.0,7440.0
2021-02-01,total,2028347.0,1932294.0,51109.0,1243.0,43701.0
2021-02-01,wardha,10728.0,10095.0,296.0,13.0,324.0
2021-02-01,washim,7335.0,7016.0,156.0,2.0,161.0
2021-02-01,yavatmal,15556.0,14554.0,426.0,4.0,572.0
2021-02-02,ahmednagar,72161.0,70082.0,1099.0,1.0,979.0
2021-02-02,akola,11838.0,11055.0,366.0,5.0,412.0
2021-02-02,amaravati,22400.0,21419.0,397.0,2.0,582.0
2021-02-02,aurangabad,49395.0,47789.0,1244.0,15.0,347.0
2021-02-02,beed,18200.0,17111.0,547.0,7.0,535.0
2021-02-02,bhandara,13556.0,13023.0,309.0,2.0,222.0
2021-02-02,buldhana,15026.0,14066.0,246.0,6.0,708.0
2021-02-02,chandrapur,24163.0,23508.0,415.0,2.0,238.0
2021-02-02,dhule,16113.0,15668.0,344.0,3.0,98.0
2021-02-02,gadchiroli,8857.0,8678.0,97.0,6.0,76.0
2021-02-02,gondia,14369.0,13930.0,174.0,6.0,259.0
2021-02-02,hingoli,4440.0,4230.0,98.0,0.0,112.0
2021-02-02,jalgaon,57459.0,55479.0,1477.0,20.0,483.0
2021-02-02,jalna,13409.0,12891.0,363.0,1.0,154.0
2021-02-02,kolhapur,49182.0,47405.0,1671.0,3.0,103.0
2021-02-02,latur,24554.0,23231.0,690.0,4.0,629.0
2021-02-02,mumbai,309637.0,291828.0,11368.0,911.0,5530.0
2021-02-02,nagpur,136316.0,129476.0,3364.0,41.0,3435.0
2021-02-02,nanded,22313.0,21243.0,678.0,5.0,387.0
2021-02-02,nandurbar,9733.0,9130.0,205.0,1.0,397.0
2021-02-02,nashik,121231.0,118330.0,1999.0,1.0,901.0
2021-02-02,osmanabad,17543.0,16613.0,556.0,3.0,371.0
2021-02-02,other states/country,150.0,0.0,84.0,2.0,64.0
2021-02-02,palghar,48052.0,46711.0,920.0,17.0,404.0
2021-02-02,parbhani,7938.0,7492.0,295.0,11.0,140.0
2021-02-02,pune,389126.0,367627.0,7970.0,42.0,13487.0
2021-02-02,raigad,68726.0,66659.0,1530.0,7.0,530.0
2021-02-02,ratnagiri,11492.0,10994.0,392.0,2.0,104.0
2021-02-02,sangli,50876.0,48450.0,1781.0,3.0,642.0
2021-02-02,satara,56555.0,54051.0,1817.0,10.0,677.0
2021-02-02,sindhudurg,6436.0,6001.0,170.0,1.0,264.0
2021-02-02,solapur,56158.0,53552.0,1827.0,24.0,755.0
2021-02-02,thane,269172.0,256791.0,5768.0,61.0,6552.0
2021-02-02,total,2030274.0,1936305.0,51139.0,1244.0,41586.0
2021-02-02,wardha,10756.0,10115.0,296.0,13.0,332.0
2021-02-02,washim,7351.0,7023.0,156.0,2.0,170.0
2021-02-02,yavatmal,15591.0,14654.0,426.0,4.0,507.0
2021-02-03,ahmednagar,72268.0,70090.0,1100.0,1.0,1077.0
2021-02-03,akola,11863.0,11106.0,366.0,5.0,386.0
2021-02-03,amaravati,22489.0,21583.0,398.0,2.0,506.0
2021-02-03,aurangabad,49425.0,47810.0,1245.0,15.0,355.0
2021-02-03,beed,18230.0,17137.0,548.0,7.0,538.0
2021-02-03,bhandara,13569.0,13050.0,309.0,2.0,208.0
2021-02-03,buldhana,15085.0,14166.0,246.0,6.0,667.0
2021-02-03,chandrapur,24174.0,23510.0,415.0,2.0,247.0
2021-02-03,dhule,16135.0,15668.0,344.0,3.0,120.0
2021-02-03,gadchiroli,8864.0,8686.0,97.0,6.0,75.0
2021-02-03,gondia,14373.0,13930.0,174.0,6.0,263.0
2021-02-03,hingoli,4451.0,4231.0,98.0,0.0,122.0
2021-02-03,jalgaon,57557.0,55524.0,1477.0,20.0,536.0
2021-02-03,jalna,13423.0,12891.0,363.0,1.0,168.0
2021-02-03,kolhapur,49198.0,47408.0,1671.0,3.0,116.0
2021-02-03,latur,24589.0,23282.0,690.0,4.0,613.0
2021-02-03,mumbai,310141.0,292225.0,11375.0,913.0,5628.0
2021-02-03,nagpur,136548.0,129805.0,3368.0,41.0,3334.0
2021-02-03,nanded,22330.0,21260.0,678.0,5.0,387.0
2021-02-03,nandurbar,9747.0,9169.0,207.0,1.0,370.0
2021-02-03,nashik,121741.0,118487.0,2000.0,1.0,1253.0
2021-02-03,osmanabad,17555.0,16619.0,556.0,3.0,377.0
2021-02-03,other states/country,150.0,0.0,84.0,2.0,64.0
2021-02-03,palghar,48080.0,46723.0,920.0,17.0,420.0
2021-02-03,parbhani,7942.0,7492.0,295.0,11.0,144.0
2021-02-03,pune,389609.0,372468.0,7976.0,42.0,9123.0
2021-02-03,raigad,68795.0,66676.0,1530.0,7.0,582.0
