date,district_name,positive_cases_today,positive_cases_cumulative,recovered_total,recovered_new,recovery_rate,deaths_with_comorbidity,deaths_without_comorbidity,deaths_total,deaths_new,active_cases_less_11days,active_cases_more_11days,active_cases_total,vaccination_dose1,vaccination_dose2,vaccination_total
2020-12-13,Rewari,27,11012,10187,260.0,92.51,47.0,18.0,65,,610.0,150.0,760,,,
2020-12-13,Rohtak,23,11639,10660,69.0,91.59,140.0,1.0,141,,838.0,0.0,838,,,
2020-12-13,Sirsa,17,7718,7365,28.0,95.43,96.0,15.0,111,,242.0,0.0,242,,,
2020-12-13,Sonepat,70,14031,13298,92.0,94.78,42.0,29.0,71,,662.0,0.0,662,,,
2020-12-13,Total,990,252392,239800,1426.0,95.01,2375.0,342.0,2717,7.0,9550.0,325.0,9875,,,
2020-12-13,Yamunanagar,12,5984,5682,24.0,94.95,118.0,5.0,123,,179.0,0.0,179,,,
2020-12-14,Ambala,14,11065,10564,103.0,95.47,126.0,11.0,137,1.0,364.0,0.0,364,,,
2020-12-14,Bhiwani,15,6074,5812,41.0,95.69,114.0,16.0,130,,132.0,0.0,132,,,
2020-12-14,Charkhi Dadri,2,1422,1269,,89.24,14.0,6.0,20,,78.0,55.0,133,,,
2020-12-14,Faridabad,175,44086,42592,289.0,96.61,293.0,92.0,385,,1022.0,87.0,1109,,,
2020-12-14,Fatehabad,2,4549,4279,17.0,94.06,105.0,4.0,109,2.0,161.0,0.0,161,,,
2020-12-14,Gurugram,197,54816,52328,290.0,95.46,272.0,60.0,332,1.0,2142.0,14.0,2156,,,
2020-12-14,Hisar,35,16554,16010,89.0,96.71,276.0,22.0,298,4.0,246.0,0.0,246,,,
2020-12-14,Jhajjar,11,5550,5332,34.0,96.07,68.0,4.0,72,1.0,146.0,0.0,146,,,
2020-12-14,Jind,48,4447,4021,38.0,90.42,83.0,3.0,86,,340.0,0.0,340,,,
2020-12-14,Kaithal,19,3655,3501,17.0,95.79,47.0,1.0,48,,106.0,0.0,106,,,
2020-12-14,Karnal,31,10331,9800,58.0,94.86,133.0,9.0,142,,389.0,0.0,389,,,
2020-12-14,Kurukshetra,49,8244,7853,95.0,95.26,116.0,1.0,117,,274.0,0.0,274,,,
2020-12-14,Mahindergarh,12,6475,6377,19.0,98.49,15.0,2.0,17,,81.0,0.0,81,,,
2020-12-14,Nuh,5,1630,1581,4.0,96.99,20.0,10.0,30,,19.0,0.0,19,,,
2020-12-14,Palwal,12,4249,4172,31.0,98.19,20.0,3.0,23,,54.0,0.0,54,,,
2020-12-14,Panchkula,38,9496,8899,43.0,93.71,128.0,7.0,135,,462.0,0.0,462,,,
2020-12-14,Panipat,57,10087,9479,93.0,93.97,112.0,25.0,137,3.0,471.0,0.0,471,,,
2020-12-14,Rewari,62,11074,10454,267.0,94.4,47.0,18.0,65,,367.0,188.0,555,,,
2020-12-14,Rohtak,99,11738,10739,79.0,91.49,142.0,1.0,143,2.0,856.0,0.0,856,,,
2020-12-14,Sirsa,25,7743,7383,18.0,95.35,96.0,15.0,111,,249.0,0.0,249,,,
2020-12-14,Sonepat,46,14077,13373,75.0,95.0,44.0,29.0,73,2.0,631.0,0.0,631,,,
2020-12-14,Total,993,253385,241544,1744.0,95.33,2389.0,344.0,2733,16.0,8764.0,344.0,9108,,,
2020-12-14,Yamunanagar,39,6023,5726,44.0,95.07,118.0,5.0,123,,174.0,0.0,174,,,
2020-12-15,Ambala,38,11103,10617,53.0,95.62,126.0,11.0,137,,349.0,0.0,349,,,
2020-12-15,Bhiwani,23,6097,5832,20.0,95.65,117.0,16.0,133,3.0,132.0,0.0,132,,,
2020-12-15,Charkhi Dadri,1,1423,1293,24.0,90.86,17.0,6.0,23,3.0,65.0,42.0,107,,,
2020-12-15,Faridabad,173,44259,42840,248.0,96.79,294.0,92.0,386,1.0,949.0,84.0,1033,,,
2020-12-15,Fatehabad,6,4555,4288,9.0,94.14,106.0,4.0,110,1.0,151.0,6.0,157,,,
2020-12-15,Gurugram,195,55011,52821,493.0,96.02,273.0,60.0,333,1.0,1844.0,13.0,1857,,,
2020-12-15,Hisar,45,16599,16075,65.0,96.84,278.0,23.0,301,3.0,223.0,0.0,223,,,
2020-12-15,Jhajjar,17,5567,5357,25.0,96.23,70.0,4.0,74,2.0,136.0,0.0,136,,,
2020-12-15,Jind,20,4467,4022,1.0,90.04,85.0,3.0,88,2.0,357.0,0.0,357,,,
2020-12-15,Kaithal,11,3666,3520,19.0,96.02,47.0,1.0,48,,98.0,0.0,98,,,
2020-12-15,Karnal,33,10364,9876,76.0,95.29,133.0,9.0,142,,346.0,0.0,346,,,
2020-12-15,Kurukshetra,40,8284,7911,58.0,95.5,116.0,1.0,117,,256.0,0.0,256,,,
2020-12-15,Mahindergarh,9,6484,6395,18.0,98.63,15.0,2.0,17,,72.0,0.0,72,,,
2020-12-15,Nuh,5,1635,1588,7.0,97.13,20.0,10.0,30,,17.0,0.0,17,,,
2020-12-15,Palwal,13,4262,4182,10.0,98.12,20.0,3.0,23,,57.0,0.0,57,,,
2020-12-15,Panchkula,25,9521,8939,40.0,93.89,128.0,7.0,135,,447.0,0.0,447,,,
2020-12-15,Panipat,43,10130,9533,54.0,94.11,112.0,25.0,137,,460.0,0.0,460,,,
2020-12-15,Rewari,22,11096,10737,283.0,96.76,47.0,18.0,65,,294.0,0.0,294,,,
2020-12-15,Rohtak,41,11779,10764,25.0,91.38,142.0,1.0,143,,814.0,58.0,872,,,
2020-12-15,Sirsa,13,7756,7400,17.0,95.41,97.0,15.0,112,1.0,244.0,0.0,244,,,
2020-12-15,Sonepat,20,14097,13476,103.0,95.59,44.0,29.0,73,,548.0,0.0,548,,,
2020-12-15,Total,822,254207,243224,1680.0,95.68,2406.0,345.0,2751,18.0,8029.0,203.0,8232,,,
2020-12-15,Yamunanagar,29,6052,5758,32.0,95.14,119.0,5.0,124,1.0,170.0,0.0,170,,,
2020-12-16,Ambala,30,11133,10678,61.0,95.91,127.0,11.0,138,1.0,317.0,0.0,317,,,
2020-12-16,Bhiwani,7,6104,5835,3.0,95.59,117.0,16.0,133,,136.0,0.0,136,,,
2020-12-16,Charkhi Dadri,1,1424,1299,6.0,91.22,17.0,6.0,23,,53.0,49.0,102,,,
2020-12-16,Faridabad,180,44439,43150,310.0,97.1,294.0,93.0,387,1.0,825.0,77.0,902,,,
2020-12-16,Fatehabad,4,4559,4311,23.0,94.56,107.0,4.0,111,1.0,132.0,5.0,137,,,
2020-12-16,Gurugram,230,55241,53032,211.0,96.0,273.0,62.0,335,2.0,1857.0,17.0,1874,,,
2020-12-16,Hisar,22,16621,16098,23.0,96.85,279.0,24.0,303,2.0,220.0,0.0,220,,,
2020-12-16,Jhajjar,22,5589,5394,37.0,96.51,71.0,4.0,75,1.0,120.0,0.0,120,,,
2020-12-16,Jind,24,4491,4119,97.0,91.72,85.0,3.0,88,,284.0,0.0,284,,,
2020-12-16,Kaithal,6,3672,3524,4.0,95.97,47.0,1.0,48,,100.0,0.0,100,,,
2020-12-16,Karnal,32,10396,9905,29.0,95.28,134.0,9.0,143,1.0,348.0,0.0,348,,,
2020-12-16,Kurukshetra,20,8304,7948,37.0,95.71,116.0,1.0,117,,239.0,0.0,239,,,
2020-12-16,Mahindergarh,11,6495,6403,8.0,98.58,15.0,2.0,17,,75.0,0.0,75,,,
2020-12-16,Nuh,2,1637,1591,3.0,97.19,20.0,10.0,30,,16.0,0.0,16,,,
2020-12-16,Palwal,9,4271,4192,10.0,98.15,20.0,3.0,23,,56.0,0.0,56,,,
2020-12-16,Panchkula,34,9555,9073,134.0,94.96,129.0,7.0,136,1.0,346.0,0.0,346,,,
2020-12-16,Panipat,32,10162,9638,105.0,94.84,114.0,25.0,139,2.0,385.0,0.0,385,,,
2020-12-16,Rewari,22,11118,10775,38.0,96.91,47.0,18.0,65,,278.0,0.0,278,,,
2020-12-16,Rohtak,30,11809,10962,198.0,92.83,142.0,1.0,143,,704.0,0.0,704,,,
2020-12-16,Sirsa,15,7771,7442,42.0,95.77,97.0,15.0,112,,217.0,0.0,217,,,
2020-12-16,Sonepat,46,14143,13543,67.0,95.76,46.0,29.0,75,2.0,525.0,0.0,525,,,
2020-12-16,Total,807,255014,244676,1452.0,95.95,2416.0,349.0,2765,14.0,7425.0,148.0,7573,,,
2020-12-16,Yamunanagar,28,6080,5764,6.0,94.8,119.0,5.0,124,,192.0,0.0,192,,,
2020-12-17,Ambala,19,11152,10723,45.0,96.15,127.0,11.0,138,,291.0,0.0,291,,,
2020-12-17,Bhiwani,12,6116,5882,47.0,96.17,117.0,16.0,133,,101.0,0.0,101,,,
2020-12-17,Charkhi Dadri,11,1435,1319,20.0,91.92,17.0,6.0,23,,31.0,62.0,93,,,
2020-12-17,Faridabad,165,44604,43387,237.0,97.27,298.0,93.0,391,4.0,757.0,69.0,826,,,
2020-12-17,Fatehabad,11,4570,4331,20.0,94.77,108.0,4.0,112,1.0,100.0,27.0,127,,,
2020-12-17,Gurugram,108,55349,53338,306.0,96.37,274.0,63.0,337,2.0,1665.0,9.0,1674,,,
2020-12-17,Hisar,26,16647,16136,38.0,96.93,280.0,24.0,304,1.0,207.0,0.0,207,,,
2020-12-17,Jhajjar,23,5612,5423,29.0,96.63,71.0,4.0,75,,114.0,0.0,114,,,
2020-12-17,Jind,13,4504,4142,23.0,91.96,85.0,3.0,88,,274.0,0.0,274,,,
2020-12-17,Kaithal,5,3677,3538,14.0,96.22,47.0,1.0,48,,91.0,0.0,91,,,
2020-12-17,Karnal,28,10424,9979,74.0,95.73,135.0,9.0,144,1.0,301.0,0.0,301,,,
2020-12-17,Kurukshetra,25,8329,7997,49.0,96.01,117.0,1.0,118,1.0,214.0,0.0,214,,,
2020-12-17,Mahindergarh,16,6511,6420,17.0,98.6,15.0,2.0,17,,74.0,0.0,74,,,
2020-12-17,Nuh,4,1641,1598,7.0,97.38,20.0,10.0,30,,13.0,0.0,13,,,
2020-12-17,Palwal,12,4283,4207,15.0,98.23,20.0,3.0,23,,53.0,0.0,53,,,
2020-12-17,Panchkula,50,9605,9118,45.0,94.93,129.0,7.0,136,,351.0,0.0,351,,,
2020-12-17,Panipat,35,10197,9686,48.0,94.99,118.0,25.0,143,4.0,368.0,0.0,368,,,
2020-12-17,Rewari,28,11146,10791,16.0,96.82,47.0,18.0,65,,226.0,64.0,290,,,
2020-12-17,Rohtak,37,11846,11018,56.0,93.01,142.0,1.0,143,,633.0,52.0,685,,,
2020-12-17,Sirsa,27,7798,7489,47.0,96.04,97.0,15.0,112,,197.0,0.0,197,,,
2020-12-17,Sonepat,30,14173,13617,74.0,96.08,46.0,29.0,75,,481.0,0.0,481,,,
2020-12-17,Total,714,255728,245933,1257.0,96.17,2431.0,351.0,2782,17.0,6730.0,283.0,7013,,,
2020-12-17,Yamunanagar,29,6109,5794,30.0,94.84,121.0,6.0,127,3.0,188.0,0.0,188,,,
2020-12-18,Ambala,45,11197,10769,46.0,96.18,127.0,11.0,138,,290.0,0.0,290,,,
2020-12-18,Bhiwani,9,6125,5913,31.0,96.54,118.0,16.0,134,1.0,78.0,0.0,78,,,
2020-12-18,Charkhi Dadri,12,1447,1332,13.0,92.05,17.0,6.0,23,,48.0,44.0,92,,,
2020-12-18,Faridabad,130,44734,43557,170.0,97.37,299.0,93.0,392,1.0,699.0,86.0,785,,,
2020-12-18,Fatehabad,24,4594,4338,7.0,94.43,108.0,4.0,112,,121.0,23.0,144,,,
2020-12-18,Gurugram,152,55501,53444,106.0,96.29,275.0,64.0,339,2.0,1705.0,13.0,1718,,,
2020-12-18,Hisar,39,16686,16177,41.0,96.95,283.0,25.0,308,4.0,201.0,0.0,201,,,
2020-12-18,Jhajjar,18,5630,5443,20.0,96.68,73.0,4.0,77,2.0,110.0,0.0,110,,,
2020-12-18,Jind,40,4544,4149,7.0,91.31,85.0,3.0,88,,307.0,0.0,307,,,
2020-12-18,Kaithal,12,3689,3561,23.0,96.53,47.0,1.0,48,,80.0,0.0,80,,,
2020-12-18,Karnal,23,10447,10035,56.0,96.06,136.0,9.0,145,1.0,267.0,0.0,267,,,
2020-12-18,Kurukshetra,20,8349,8012,15.0,95.96,117.0,1.0,118,,219.0,0.0,219,,,
2020-12-18,Mahindergarh,15,6526,6423,3.0,98.42,15.0,2.0,17,,86.0,0.0,86,,,
2020-12-18,Nuh,7,1648,1604,6.0,97.33,20.0,10.0,30,,14.0,0.0,14,,,
2020-12-18,Palwal,12,4295,4232,25.0,98.53,20.0,3.0,23,,40.0,0.0,40,,,
2020-12-18,Panchkula,38,9643,9165,47.0,95.04,130.0,8.0,138,2.0,340.0,0.0,340,,,
2020-12-18,Panipat,23,10220,9737,51.0,95.27,119.0,25.0,144,1.0,339.0,0.0,339,,,
2020-12-18,Rewari,28,11174,10839,48.0,97.0,50.0,19.0,69,4.0,266.0,0.0,266,,,
2020-12-18,Rohtak,28,11874,11286,268.0,95.05,143.0,1.0,144,1.0,395.0,49.0,444,,,
2020-12-18,Sirsa,18,7816,7567,78.0,96.81,97.0,15.0,112,,137.0,0.0,137,,,
2020-12-18,Sonepat,34,14207,13695,78.0,96.4,46.0,29.0,75,,437.0,0.0,437,,,
2020-12-18,Total,749,256477,247097,1164.0,96.34,2447.0,356.0,2803,21.0,6362.0,215.0,6577,,,
2020-12-18,Yamunanagar,22,6131,5819,25.0,94.91,122.0,7.0,129,2.0,183.0,0.0,183,,,
2020-12-19,Ambala,25,11222,10799,30.0,96.23,129.0,11.0,140,2.0,283.0,0.0,283,,,
2020-12-19,Bhiwani,1,6126,5928,15.0,96.77,118.0,16.0,134,,64.0,0.0,64,,,
2020-12-19,Charkhi Dadri,2,1449,1346,14.0,92.89,17.0,6.0,23,,62.0,18.0,80,,,
2020-12-19,Faridabad,98,44832,43722,165.0,97.52,299.0,94.0,393,1.0,649.0,68.0,717,,,
2020-12-19,Fatehabad,0,4594,4362,24.0,94.95,109.0,4.0,113,1.0,119.0,0.0,119,,,
2020-12-19,Gurugram,151,55652,53727,283.0,96.54,275.0,64.0,339,,1572.0,14.0,1586,,,
2020-12-19,Hisar,33,16719,16227,50.0,97.06,283.0,26.0,309,1.0,183.0,0.0,183,,,
2020-12-19,Jhajjar,29,5659,5469,26.0,96.64,75.0,4.0,79,2.0,111.0,0.0,111,,,
2020-12-19,Jind,8,4552,4212,63.0,92.53,85.0,3.0,88,,252.0,0.0,252,,,
2020-12-19,Kaithal,5,3694,3563,2.0,96.45,47.0,1.0,48,,83.0,0.0,83,,,
2020-12-19,Karnal,24,10471,10075,40.0,96.22,136.0,9.0,145,,251.0,0.0,251,,,
2020-12-19,Kurukshetra,25,8374,8033,21.0,95.93,117.0,1.0,118,,223.0,0.0,223,,,
2020-12-19,Mahindergarh,7,6533,6428,5.0,98.39,15.0,3.0,18,1.0,87.0,0.0,87,,,
2020-12-19,Nuh,1,1649,1606,2.0,97.39,20.0,10.0,30,,13.0,0.0,13,,,
2020-12-19,Palwal,20,4315,4244,12.0,98.35,20.0,3.0,23,,48.0,0.0,48,,,
2020-12-19,Panchkula,34,9677,9212,47.0,95.19,130.0,8.0,138,,327.0,0.0,327,,,
2020-12-19,Panipat,20,10240,9773,36.0,95.44,119.0,25.0,144,,323.0,0.0,323,,,
2020-12-19,Rewari,17,11191,10866,27.0,97.1,50.0,19.0,69,,256.0,0.0,256,,,
2020-12-19,Rohtak,21,11895,11395,109.0,95.8,143.0,1.0,144,,356.0,0.0,356,,,
2020-12-19,Sirsa,12,7828,7592,25.0,96.99,97.0,15.0,112,,124.0,0.0,124,,,
2020-12-19,Sonepat,22,14229,13750,55.0,96.63,48.0,29.0,77,2.0,402.0,0.0,402,,,
2020-12-19,Total,590,257067,248172,1075.0,96.54,2457.0,359.0,2816,13.0,5979.0,100.0,6079,,,
2020-12-19,Yamunanagar,35,6166,5843,24.0,94.76,125.0,7.0,132,3.0,191.0,0.0,191,,,
2020-12-20,Ambala,17,11239,10827,28.0,96.33,129.0,11.0,140,,272.0,0.0,272,,,
2020-12-20,Bhiwani,29,6155,5946,18.0,96.6,118.0,16.0,134,,75.0,0.0,75,,,
2020-12-20,Charkhi Dadri,1,1450,1358,12.0,93.66,17.0,6.0,23,,60.0,9.0,69,,,
2020-12-20,Faridabad,61,44893,43797,75.0,97.56,301.0,94.0,395,2.0,639.0,62.0,701,,,
2020-12-20,Fatehabad,15,4609,4369,7.0,94.79,109.0,4.0,113,,127.0,0.0,127,,,
2020-12-20,Gurugram,128,55780,53929,202.0,96.68,275.0,64.0,339,,1504.0,8.0,1512,,,
2020-12-20,Hisar,41,16760,16277,50.0,97.12,285.0,26.0,311,2.0,172.0,0.0,172,,,
2020-12-20,Jhajjar,27,5686,5494,25.0,96.62,75.0,4.0,79,,113.0,0.0,113,,,
2020-12-20,Jind,0,4552,4212,,92.53,85.0,3.0,88,,250.0,2.0,252,,,
2020-12-20,Kaithal,6,3700,3579,16.0,96.73,47.0,1.0,48,,73.0,0.0,73,,,
2020-12-20,Karnal,23,10494,10100,25.0,96.25,136.0,9.0,145,,249.0,0.0,249,,,
2020-12-20,Kurukshetra,33,8407,8050,17.0,95.75,118.0,1.0,119,1.0,238.0,0.0,238,,,
2020-12-20,Mahindergarh,3,6536,6438,10.0,98.5,15.0,3.0,18,,80.0,0.0,80,,,
2020-12-20,Nuh,0,1649,1607,1.0,97.45,20.0,10.0,30,,12.0,0.0,12,,,
2020-12-20,Palwal,2,4317,4253,9.0,98.52,20.0,3.0,23,,41.0,0.0,41,,,
2020-12-20,Panchkula,37,9714,9267,55.0,95.4,130.0,8.0,138,,309.0,0.0,309,,,
2020-12-20,Panipat,43,10283,9779,6.0,95.1,119.0,25.0,144,,360.0,0.0,360,,,
2020-12-20,Rewari,20,11211,10880,14.0,97.05,50.0,19.0,69,,262.0,0.0,262,,,
2020-12-20,Rohtak,7,11902,11441,46.0,96.13,143.0,1.0,144,,317.0,0.0,317,,,
2020-12-20,Sirsa,12,7840,7616,24.0,97.14,97.0,15.0,112,,112.0,0.0,112,,,
2020-12-20,Sonepat,34,14263,13842,92.0,97.05,48.0,29.0,77,,344.0,0.0,344,,,
2020-12-20,Total,577,257644,248935,763.0,96.62,2462.0,359.0,2821,5.0,5807.0,81.0,5888,,,
2020-12-20,Yamunanagar,38,6204,5874,31.0,94.68,125.0,7.0,132,,198.0,0.0,198,,,
2020-12-23,Ambala,34,11313,10918,27.0,96.51,130.0,11.0,141,,254.0,0.0,254,,,
2020-12-23,Bhiwani,29,6200,5991,8.0,96.63,121.0,16.0,137,1.0,72.0,0.0,72,,,
2020-12-23,Charkhi Dadri,3,1466,1377,1.0,93.93,17.0,6.0,23,,54.0,12.0,66,,,
2020-12-23,Faridabad,68,45101,44025,86.0,97.61,303.0,94.0,397,,602.0,77.0,679,,,
2020-12-23,Fatehabad,11,4627,4386,8.0,94.79,111.0,4.0,115,1.0,126.0,0.0,126,,,
2020-12-23,Gurugram,110,56109,54474,156.0,97.09,277.0,64.0,341,,1286.0,8.0,1294,,,
2020-12-23,Hisar,19,16820,16393,25.0,97.46,287.0,26.0,313,,114.0,0.0,114,,,
2020-12-23,Jhajjar,19,5750,5539,8.0,96.33,80.0,4.0,84,2.0,127.0,0.0,127,,,
2020-12-23,Jind,17,4628,4316,22.0,93.26,85.0,3.0,88,,224.0,0.0,224,,,
2020-12-23,Kaithal,4,3718,3611,7.0,97.12,47.0,1.0,48,,59.0,0.0,59,,,
2020-12-23,Karnal,41,10620,10195,37.0,96.0,136.0,9.0,145,,227.0,53.0,280,,,
2020-12-23,Kurukshetra,14,8469,8133,54.0,96.03,119.0,1.0,120,,216.0,0.0,216,,,
2020-12-23,Mahindergarh,5,6555,6466,11.0,98.64,16.0,3.0,19,,70.0,0.0,70,,,
2020-12-23,Nuh,3,1665,1620,2.0,97.3,20.0,10.0,30,,15.0,0.0,15,,,
2020-12-23,Palwal,3,4327,4266,6.0,98.59,20.0,3.0,23,,38.0,0.0,38,,,
2020-12-23,Panchkula,15,9792,9361,23.0,95.6,131.0,8.0,139,,292.0,0.0,292,,,
2020-12-23,Panipat,0,10344,9912,51.0,95.82,120.0,25.0,145,,287.0,0.0,287,,,
2020-12-23,Rewari,8,11247,10952,13.0,97.38,53.0,20.0,73,,222.0,0.0,222,,,
2020-12-23,Rohtak,28,11959,11577,30.0,96.81,143.0,1.0,144,,238.0,0.0,238,,,
2020-12-23,Sirsa,10,7875,7677,14.0,97.49,97.0,15.0,112,,86.0,0.0,86,,,
2020-12-23,Sonepat,40,14365,14019,46.0,97.59,48.0,29.0,77,,269.0,0.0,269,,,
2020-12-23,Total,495,259226,251149,647.0,96.88,2487.0,360.0,2847,5.0,5080.0,150.0,5230,,,
2020-12-23,Yamunanagar,14,6276,5941,12.0,94.66,126.0,7.0,133,1.0,202.0,0.0,202,,,
2020-12-24,Ambala,25,11338,10956,38.0,96.63,130.0,11.0,141,,241.0,0.0,241,,,
2020-12-24,Bhiwani,13,6213,6016,25.0,96.83,121.0,16.0,137,,60.0,0.0,60,,,
2020-12-24,Charkhi Dadri,7,1473,1380,3.0,93.69,17.0,6.0,23,,59.0,11.0,70,,,
2020-12-24,Faridabad,77,45178,44117,92.0,97.65,303.0,94.0,397,,589.0,75.0,664,,,
2020-12-24,Fatehabad,6,4633,4407,21.0,95.12,111.0,4.0,115,,111.0,0.0,111,,,
2020-12-24,Gurugram,113,56222,54639,165.0,97.18,277.0,64.0,341,,1235.0,7.0,1242,,,
2020-12-24,Hisar,28,16848,16420,27.0,97.46,287.0,26.0,313,,115.0,0.0,115,,,
2020-12-24,Jhajjar,12,5762,5545,6.0,96.23,82.0,4.0,86,2.0,131.0,0.0,131,,,
2020-12-24,Jind,3,4631,4361,45.0,94.17,85.0,3.0,88,,182.0,0.0,182,,,
2020-12-24,Kaithal,6,3724,3624,13.0,97.31,47.0,1.0,48,,52.0,0.0,52,,,
2020-12-24,Karnal,19,10639,10229,34.0,96.15,136.0,9.0,145,,246.0,19.0,265,,,
2020-12-24,Kurukshetra,10,8479,8147,14.0,96.08,120.0,1.0,121,1.0,211.0,0.0,211,,,
2020-12-24,Mahindergarh,2,6557,6481,15.0,98.84,16.0,3.0,19,,57.0,0.0,57,,,
2020-12-24,Nuh,2,1667,1624,4.0,97.42,20.0,10.0,30,,13.0,0.0,13,,,
2020-12-24,Palwal,6,4333,4275,9.0,98.66,21.0,3.0,24,1.0,34.0,0.0,34,,,
2020-12-24,Panchkula,34,9826,9425,64.0,95.92,132.0,8.0,140,1.0,261.0,0.0,261,,,
2020-12-24,Panipat,65,10409,9949,37.0,95.58,120.0,25.0,145,,315.0,0.0,315,,,
2020-12-24,Rewari,2,11249,10971,19.0,97.53,53.0,20.0,73,,205.0,0.0,205,,,
2020-12-24,Rohtak,19,11978,11642,65.0,97.19,143.0,1.0,144,,192.0,0.0,192,,,
2020-12-24,Sirsa,17,7892,7687,10.0,97.4,97.0,15.0,112,,93.0,0.0,93,,,
2020-12-24,Sonepat,28,14393,14040,21.0,97.55,49.0,29.0,78,1.0,275.0,0.0,275,,,
2020-12-24,Total,519,259745,251908,759.0,96.98,2494.0,360.0,2854,7.0,4871.0,112.0,4983,,,
2020-12-24,Yamunanagar,25,6301,5973,32.0,94.79,127.0,7.0,134,1.0,194.0,0.0,194,,,
2020-12-26,Ambala,18,11391,11029,33.0,96.82,130.0,11.0,141,,221.0,0.0,221,,,
2020-12-26,Bhiwani,6,6221,6049,29.0,97.24,124.0,16.0,140,2.0,32.0,0.0,32,,,
2020-12-26,Charkhi Dadri,3,1479,1390,3.0,93.98,17.0,6.0,23,,56.0,10.0,66,,,
2020-12-26,Faridabad,41,45280,44290,87.0,97.81,305.0,94.0,399,1.0,505.0,86.0,591,,,
2020-12-26,Fatehabad,0,4635,4454,23.0,96.09,112.0,4.0,116,1.0,65.0,0.0,65,,,
2020-12-26,Gurugram,99,56402,54926,152.0,97.38,278.0,64.0,342,1.0,1123.0,11.0,1134,,,
2020-12-26,Hisar,18,16889,16475,26.0,97.55,287.0,26.0,313,,101.0,0.0,101,,,
2020-12-26,Jhajjar,10,5783,5572,11.0,96.35,83.0,4.0,87,1.0,124.0,0.0,124,,,
2020-12-26,Jind,14,4663,4395,10.0,94.25,86.0,3.0,89,,179.0,0.0,179,,,
2020-12-26,Kaithal,1,3730,3645,13.0,97.72,47.0,1.0,48,,37.0,0.0,37,,,
2020-12-26,Karnal,27,10704,10287,31.0,96.1,136.0,9.0,145,,272.0,0.0,272,,,
2020-12-26,Kurukshetra,28,8528,8181,15.0,95.93,120.0,1.0,121,,226.0,0.0,226,,,
2020-12-26,Mahindergarh,2,6562,6499,7.0,99.04,16.0,3.0,19,,44.0,0.0,44,,,
2020-12-26,Nuh,1,1669,1627,1.0,97.48,20.0,10.0,30,,12.0,0.0,12,,,
2020-12-26,Palwal,3,4344,4291,11.0,98.78,21.0,3.0,24,,29.0,0.0,29,,,
2020-12-26,Panchkula,22,9870,9478,28.0,96.03,132.0,8.0,140,,252.0,0.0,252,,,
2020-12-26,Panipat,21,10439,9988,13.0,95.68,120.0,25.0,145,,306.0,0.0,306,,,
2020-12-26,Rewari,4,11254,11002,16.0,97.76,53.0,20.0,73,,169.0,10.0,179,,,
2020-12-26,Rohtak,7,11995,11702,19.0,97.56,143.0,1.0,144,,149.0,0.0,149,,,
2020-12-26,Sirsa,9,7908,7708,7.0,97.47,97.0,15.0,112,,88.0,0.0,88,,,
2020-12-26,Sonepat,30,14441,14117,28.0,97.76,50.0,29.0,79,1.0,245.0,0.0,245,,,
2020-12-26,Total,392,260545,253145,600.0,97.16,2505.0,360.0,2865,7.0,4418.0,117.0,4535,,,
2020-12-26,Yamunanagar,28,6358,6040,37.0,95.0,128.0,7.0,135,,183.0,0.0,183,,,
2020-12-27,Ambala,36,11427,11056,27.0,96.75,131.0,11.0,142,1.0,229.0,0.0,229,,,
2020-12-27,Bhiwani,3,6224,6063,14.0,97.41,124.0,16.0,140,,21.0,0.0,21,,,
2020-12-27,Charkhi Dadri,3,1482,1393,3.0,93.99,18.0,6.0,24,1.0,57.0,8.0,65,,,
2020-12-27,Faridabad,48,45328,44382,92.0,97.91,306.0,94.0,400,1.0,448.0,98.0,546,,,
2020-12-27,Fatehabad,6,4641,4475,21.0,96.42,112.0,4.0,116,,50.0,0.0,50,,,
2020-12-27,Gurugram,71,56473,55072,146.0,97.52,278.0,64.0,342,,1052.0,7.0,1059,,,
2020-12-27,Hisar,10,16899,16515,40.0,97.73,289.0,26.0,315,2.0,69.0,0.0,69,,,
2020-12-27,Jhajjar,6,5789,5605,33.0,96.82,84.0,4.0,88,1.0,96.0,0.0,96,,,
2020-12-27,Jind,12,4675,4420,25.0,94.55,86.0,3.0,89,,166.0,0.0,166,,,
2020-12-27,Kaithal,4,3734,3649,4.0,97.72,47.0,1.0,48,,37.0,0.0,37,,,
2020-12-27,Karnal,21,10725,10313,26.0,96.16,136.0,9.0,145,,267.0,0.0,267,,,
2020-12-27,Kurukshetra,22,8550,8207,26.0,95.99,121.0,1.0,122,1.0,221.0,0.0,221,,,
2020-12-27,Mahindergarh,6,6568,6506,7.0,99.06,16.0,3.0,19,,43.0,0.0,43,,,
2020-12-27,Nuh,1,1670,1627,,97.43,20.0,10.0,30,,13.0,0.0,13,,,
2020-12-27,Palwal,8,4352,4295,4.0,98.69,21.0,3.0,24,,33.0,0.0,33,,,
2020-12-27,Panchkula,36,9906,9520,42.0,96.1,132.0,8.0,140,,246.0,0.0,246,,,
2020-12-27,Panipat,16,10455,10003,15.0,95.68,120.0,25.0,145,,307.0,0.0,307,,,
2020-12-27,Rewari,0,11254,11008,6.0,97.81,53.0,20.0,73,,147.0,26.0,173,,,
2020-12-27,Rohtak,12,12007,11725,23.0,97.65,143.0,1.0,144,,138.0,0.0,138,,,
