date,discharged_new,discharged_total,cases_new,cases_active,deaths_new,deaths_total,cases_total,positivity_rate_percent,fatality_rate_percent,active_cases_icu
2021-11-10,247,2944669,328,8027,9,38131,2990856,0.27,2.74,
2021-11-11,289,2944958,286,8017,7,38138,2991142,0.25,2.44,
2021-11-12,206,2945164,227,8036,2,38140,2991369,0.22,0.88,
2021-11-13,251,2945415,245,8027,3,38143,2991614,0.24,1.22,
2021-11-14,264,2945679,236,7997,2,38145,2991850,0.24,0.84,
2021-11-15,255,2945934,171,7912,1,38146,2992021,0.25,0.58,
2021-11-16,667,2946601,255,7493,7,38153,2992276,0.38,2.74,
2021-11-17,384,2946985,308,7409,8,38161,2992584,0.29,2.59,
2021-11-18,369,2947354,313,7349,4,38165,2992897,0.36,1.27,
2021-11-19,329,2947683,242,7258,4,38169,2993139,0.26,1.65,
2021-11-20,370,2948053,213,7096,5,38174,2993352,0.26,2.34,
2021-11-21,278,2948331,247,7064,1,38175,2993599,0.31,0.4,
2021-11-22,373,2948704,178,6867,2,38177,2993777,0.31,1.12,
2021-11-23,379,2949083,224,6707,5,38182,2994001,0.43,2.23,
2021-11-24,546,2949629,254,6412,3,38185,2994255,0.38,1.18,
2021-11-25,224,2949853,306,6492,2,38187,2994561,0.36,0.65,
2021-11-26,277,2950130,402,6611,6,38193,2994963,0.6,1.49,
2021-11-27,176,2950306,322,6754,3,38196,2995285,0.34,0.93,
2021-11-28,236,2950542,315,6831,2,38198,2995600,0.4,0.63,
2021-12-01,162,2951654,322,6574,2,38213,2996470,0.31,0.62,
2021-12-02,191,2951845,363,6743,3,38216,2996833,0.34,0.82,
2021-12-03,256,2952101,413,6896,4,38220,2997246,0.39,0.96,
2021-12-04,277,2952378,397,7012,4,38224,2997643,0.35,1.0,
2021-12-05,330,2952708,456,7132,6,38230,2998099,0.41,1.31,
2021-12-06,359,2953067,301,7067,7,38237,2998400,0.34,2.32,
2021-12-07,260,2953327,299,7100,6,38243,2998699,0.36,2.0,
2021-12-08,238,2953565,399,7255,6,38249,2999098,0.34,1.5,
2021-12-09,292,2953857,373,7332,4,38253,2999471,0.31,1.07,
2021-12-10,339,2954196,314,7305,2,38255,2999785,0.26,0.63,
2021-12-11,317,2954513,320,7306,2,38257,3000105,0.3,0.62,
2021-12-12,304,2954817,330,7328,4,38261,3000435,0.27,1.21,
2021-12-13,321,2955138,236,7236,7,38268,3000671,0.29,2.96,
2021-12-14,327,2955465,263,7165,7,38275,3000934,0.36,2.66,
2021-12-15,301,2955766,317,7179,2,38277,3001251,0.26,0.63,
2021-12-16,322,2956088,303,7158,2,38279,3001554,0.23,0.66,
2021-12-17,317,2956405,238,7076,3,38282,3001792,0.2,1.26,
2021-12-19,279,2956970,300,7140,1,38288,3002427,0.26,0.33,
2021-12-20,286,2957256,222,7074,2,38290,3002649,0.25,0.9,
2021-12-22,253,2957799,321,7138,4,38299,3003265,0.32,1.24,
2021-12-23,318,2958117,299,7117,2,38301,3003564,0.23,0.66,
2021-12-24,267,2958384,405,7251,4,38305,3003969,0.35,0.98,
2021-12-25,246,2958630,270,7271,4,38309,3004239,0.27,1.48,
2021-12-26,198,2958828,348,7418,3,38312,3004587,0.47,0.86,
2021-12-27,254,2959082,289,7449,4,38316,3004876,0.49,1.38,
2021-12-28,347,2959429,356,7456,2,38318,3005232,0.5,0.56,
2021-12-29,245,2959674,566,7771,6,38324,3005798,0.52,1.06,
2021-12-30,252,2959926,707,8223,3,38327,3006505,0.61,0.42,
2021-12-31,335,2960261,832,8712,8,38335,3007337,0.7,0.96,
2022-01-01,354,2960615,1033,9386,5,38340,3008370,0.86,0.48,
2022-01-02,275,2960890,1187,10292,6,38346,3009557,1.08,0.5,
2022-01-03,232,2961122,1290,11345,5,38351,3010847,1.6,0.38,
2022-01-04,288,2961410,2479,13532,4,38355,3013326,2.59,0.16,
2022-01-05,362,2961772,4246,17414,2,38357,3017572,3.33,0.04,
2022-01-06,271,2962043,5031,22173,1,38358,3022603,3.95,0.01,
2022-01-07,505,2962548,8449,30113,4,38362,3031052,4.15,0.04,
2022-01-08,508,2963056,8906,38507,4,38366,3039958,5.42,0.04,
2022-01-09,901,2963957,12000,49602,4,38370,3051958,6.33,0.03,
2022-01-10,1148,2965105,11698,60148,4,38374,3063656,7.77,0.03,
2022-01-11,1356,2966461,14473,73260,5,38379,3078129,10.3,0.03,
2022-01-12,1541,2968002,21390,93099,10,38389,3099519,10.96,0.04,
2022-01-13,2363,2970365,25005,115733,8,38397,3124524,12.39,0.03,
2022-01-14,3105,2973470,28723,141337,14,38411,3153247,12.98,0.04,
2022-01-15,4273,2977743,32793,169850,7,38418,3186040,15.0,0.02,
2022-01-16,5902,2983645,34047,197982,13,38431,3220087,19.29,0.03,
2022-01-17,7827,2991472,27156,217297,14,38445,3247243,12.45,0.05,
2022-01-18,8353,2999825,41457,250381,20,38465,3288700,22.3,0.04,
2022-01-19,23209,3023034,40499,267650,21,38486,3329199,18.8,0.05,
2022-01-20,22143,3045177,47754,293231,29,38515,3376953,18.48,0.06,
2022-01-21,18115,3063292,48049,323143,22,38537,3425002,19.23,0.04,
2022-01-22,35140,3098432,42470,330447,26,38563,3467472,19.33,0.06,
2022-01-23,22842,3121274,50210,357796,19,38582,3517682,22.77,0.03,
